epoch,split,loss
56,train,0.15260006801509507
56,val,0.13028386927865165
57,train,0.15127489135338573
57,val,0.13509584552160014
58,train,0.15186788287529365
58,val,0.14027177404474328
59,train,0.150613460495153
59,val,0.13513976592156626
60,train,0.15112847697047815
60,val,0.13906450017734812
61,train,0.15188830100703296
61,val,0.1305911924552035
62,train,0.15120947782008273
62,val,0.13814688678141
63,train,0.15081144028661664
63,val,0.13663432349761323
64,train,0.15300782598336574
64,val,0.13918824532517685
65,train,0.15152458378773667
65,val,0.13113061277954674
66,train,0.15259835543324363
66,val,0.13059968940085823
67,train,0.14921765402300888
67,val,0.12995710911022296
68,train,0.14852456793899282
68,val,0.12459345258496424
69,train,0.15071264147676544
69,val,0.13729791795765908
70,train,0.15119522669985128
70,val,0.13308310856421782
71,train,0.15245896502714668
71,val,0.13126604821946886
72,train,0.15009021188374036
72,val,0.13150003254413611
73,train,0.1499162717721503
73,val,0.12653231021982644
74,train,0.14831225519042088
74,val,0.1325739963739007
75,train,0.14953079729705482
75,val,0.12868695860659632
76,train,0.14915055235272476
76,val,0.13232715968732478
77,train,0.1490446014968315
77,val,0.134768873811872
78,train,0.14574131502758797
78,val,0.13462615727826402
79,train,0.15012269893167737
79,val,0.1375570065997265
80,train,0.14748568764241554
80,val,0.13908777438380102
81,train,0.15077643939161603
81,val,0.1364010832100003
82,train,0.15136765049621942
82,val,0.13264461937877867
83,train,0.14701000128477465
83,val,0.13274565675744304
84,train,0.14981530919179376
84,val,0.13438706719489008
85,train,0.14892089413180187
85,val,0.13087686507238283
86,train,0.14950121621969206
86,val,0.13156483089206397
87,train,0.14596331347288827
87,val,0.13384914428547576
88,train,0.15043664922362388
88,val,0.13910727605775544
89,train,0.1481470271849392
89,val,0.14249566371242203
90,train,0.1517963491988008
90,val,0.13473855752359937
91,train,0.14589761025985076
91,val,0.1342031337458778
92,train,0.14770042767541672
92,val,0.1340696823265817
93,train,0.14815888070355418
93,val,0.13261873872467766
94,train,0.14727073465922108
94,val,0.12761299074799926
95,train,0.14692932309277212
95,val,0.1364135538538297
96,train,0.14673534812154757
96,val,0.12824301772095534
97,train,0.14605328155720743
97,val,0.13218001811592664
98,train,0.14633291356750402
98,val,0.13214222270029563
99,train,0.14585496168361692
99,val,0.13859285163106735
100,train,0.14965535482130507
100,val,0.13276187079372231
101,train,0.14951010885640725
101,val,0.12776917961460574
102,train,0.14673970412124918
102,val,0.12757474479300004
103,train,0.14738675120852604
103,val,0.13622196053189264
104,train,0.14917152656172247
104,val,0.1398477876351939
105,train,0.14583860865455214
105,val,0.1233988921951364
106,train,0.14824170458935512
106,val,0.12480588571892845
107,train,0.14895187936361295
107,val,0.1303996381384355
108,train,0.14468192602110835
108,val,0.12926008706843417
109,train,0.14541628477560536
109,val,0.13917292798006972
110,train,0.1491412224724383
110,val,0.1294515956883077
111,train,0.14552071721973397
111,val,0.13166114538908005
112,train,0.14461955566242587
112,val,0.13052054031027682
113,train,0.14558648983892447
113,val,0.13219800312761912
114,train,0.14700246959460334
114,val,0.12869117622850113
115,train,0.15028863379904203
115,val,0.1360542977297747
116,train,0.1447656128545294
116,val,0.12955669068075987
117,train,0.14561149532762427
117,val,0.13418900827290828
118,train,0.14597520790652724
118,val,0.12961389434834322
119,train,0.1492210697898286
119,val,0.1332350283309265
120,train,0.14639065113502478
120,val,0.12734796569027282
121,train,0.1470741266359112
121,val,0.13319003063219567
122,train,0.14669857359398236
122,val,0.12908788157833945
123,train,0.14606760233797714
123,val,0.12819628635490382
124,train,0.1455460740244791
124,val,0.12334942730764548
125,train,0.1463090996065892
125,val,0.1373154578661477
126,train,0.14403056981610554
126,val,0.132993162782104
127,train,0.14668952612894387
127,val,0.14181791441860028
128,train,0.1435103628760517
128,val,0.13120041903522275
129,train,0.14533317361563106
129,val,0.1341126569443279
130,train,0.14384984402933543
130,val,0.13029871513998065
131,train,0.1465368388505785
131,val,0.13509503903764267
132,train,0.1446301809876581
132,val,0.13062237804686583
133,train,0.14258298809161238
133,val,0.13730337233455098
134,train,0.1447990157297451
134,val,0.12801185043321717
135,train,0.14391264438758897
135,val,0.13400894339989733
136,train,0.14253225566274677
136,val,0.13062093434510402
137,train,0.14879515656465578
137,val,0.12314080507666976
138,train,0.14449060720576823
138,val,0.12820976470355633
139,train,0.1452885597097447
139,val,0.1366419586042563
140,train,0.14233896950828318
140,val,0.12874589737642692
141,train,0.14306340007901924
141,val,0.12887802350300331
142,train,0.14241106804771012
142,val,0.12354283172775195
143,train,0.14676093815473334
143,val,0.12870259204948395
144,train,0.14436748654749765
144,val,0.13046046158781757
145,train,0.14184928978567138
145,val,0.1317192417190031
146,train,0.1442421698237671
146,val,0.13277853305141132
147,train,0.141051093457859
147,val,0.12877794161990835
148,train,0.14249744613703594
148,val,0.1300958707652711
149,train,0.14241310295595097
149,val,0.12432574809149462
